Timestamp,Alert_ID,Severity,Attack_Type,Anomaly_Score,RF_Probability,RF_Prediction,Source_IP,Dest_IP,Dest_Port,Flow_Index
2026-04-12 10:31:24,ALERT-01215,CRITICAL,Suspicious Activity,0.4307,1.0,Attack,10.10.29.59,10.10.33.119,8443,2834
2026-04-12 11:01:50,ALERT-01216,CRITICAL,Unknown / Novel Attack,0.7777,0.9624,Attack,74.112.80.28,172.16.232.132,445,2835
2026-04-12 10:38:11,ALERT-01218,CRITICAL,Suspicious Activity,0.492,1.0,Attack,99.213.204.206,192.168.2.58.5,22,2839
2026-04-12 10:32:55,ALERT-01191,CRITICAL,Suspicious Activity,0.4203,1.0,Attack,20.208.52.237,172.16.214.132,445,2766
2026-04-12 11:21:33,ALERT-01151,CRITICAL,Unknown / Novel Attack,0.7584,1.0,Attack,10.0.30.13,192.168.1.34.154,22,2656
2026-04-12 10:31:35,ALERT-01152,CRITICAL,Port Scan,0.6044,1.0,Attack,172.16.17.14,172.16.6.162,80,2657
2026-04-12 10:59:14,ALERT-01194,CRITICAL,Port Scan,0.6738,1.0,Attack,108.16.135.89,192.168.1.223.124,445,2774
2026-04-12 10:38:12,ALERT-01196,CRITICAL,Port Scan,0.7278,1.0,Attack,192.168.2.215.190,172.16.67.102,21,2785
2026-04-12 10:27:00,ALERT-01133,CRITICAL,Suspicious Activity,0.4082,0.99,Attack,220.145.23.96,192.168.1.147.237,8080,2616
2026-04-12 10:32:36,ALERT-01134,CRITICAL,Port Scan,0.7975,1.0,Attack,209.129.116.19,10.0.151.145,443,2617
2026-04-12 11:05:26,ALERT-01137,CRITICAL,Port Scan,0.4109,1.0,Attack,10.0.251.40,172.16.209.131,3389,2622
2026-04-12 11:13:32,ALERT-01138,CRITICAL,Port Scan,0.8268,1.0,Attack,218.131.227.186,10.0.163.223,22,2627
2026-04-12 10:28:41,ALERT-01180,CRITICAL,Unknown / Novel Attack,0.8297,1.0,Attack,172.16.10.43,192.168.1.37.43,443,2736
2026-04-12 11:02:16,ALERT-01182,CRITICAL,Suspicious Activity,0.4533,1.0,Attack,17.80.91.75,192.168.2.147.233,8443,2741
2026-04-12 10:27:41,ALERT-01184,CRITICAL,Unknown / Novel Attack,0.9276,1.0,Attack,172.16.179.183,172.16.94.213,22,2746
2026-04-12 11:21:19,ALERT-01188,CRITICAL,Port Scan,0.8273,1.0,Attack,192.168.2.213.50,172.16.198.128,22,2755
2026-04-12 11:09:04,ALERT-01190,CRITICAL,Port Scan,0.6351,1.0,Attack,104.33.28.202,10.10.204.237,445,2763
2026-04-12 11:19:45,ALERT-01149,CRITICAL,Port Scan,0.611,1.0,Attack,13.48.44.9,10.0.145.168,21,2650
2026-04-12 10:25:20,ALERT-01192,CRITICAL,Port Scan,0.6734,1.0,Attack,208.22.19.176,172.16.215.18,80,2767
2026-04-12 11:03:22,ALERT-00730,CRITICAL,Port Scan,0.493,1.0,Attack,67.82.70.143,10.0.66.42,445,1644
2026-04-12 10:48:19,ALERT-00732,CRITICAL,Suspicious Activity,0.4673,1.0,Attack,220.52.0.40,192.168.2.37.6,8080,1646
2026-04-12 10:36:49,ALERT-00733,CRITICAL,Port Scan,0.4473,1.0,Attack,66.233.119.181,192.168.2.118.72,8443,1651
2026-04-12 10:31:45,ALERT-00734,CRITICAL,Suspicious Activity,0.4189,1.0,Attack,13.22.216.211,192.168.2.107.65,443,1653
2026-04-12 11:11:50,ALERT-00736,CRITICAL,Port Scan,0.5345,1.0,Attack,23.222.34.139,10.0.109.37,3389,1656
2026-04-12 11:15:08,ALERT-00738,CRITICAL,Port Scan,0.6944,1.0,Attack,209.176.209.40,172.16.8.121,8080,1663
2026-04-12 10:55:54,ALERT-00739,CRITICAL,Suspicious Activity,0.5353,1.0,Attack,172.16.101.46,10.10.103.132,8443,1665
2026-04-12 10:39:32,ALERT-00740,CRITICAL,Suspicious Activity,0.4143,0.99,Attack,199.109.124.56,192.168.2.220.45,80,1670
2026-04-12 10:56:57,ALERT-00716,CRITICAL,Port Scan,0.4854,1.0,Attack,192.168.1.83.3,10.0.210.39,21,1600
2026-04-12 10:46:37,ALERT-00720,CRITICAL,Suspicious Activity,0.3266,0.9816,Attack,192.168.2.143.57,10.0.183.110,23,1608
2026-04-12 11:22:21,ALERT-00724,CRITICAL,Port Scan,0.5499,1.0,Attack,67.119.72.74,10.0.112.181,3389,1622
2026-04-12 10:54:09,ALERT-00726,CRITICAL,Suspicious Activity,0.5372,0.99,Attack,13.244.226.129,10.10.186.162,3389,1630
2026-04-12 11:13:16,ALERT-00642,CRITICAL,Suspicious Activity,0.4662,1.0,Attack,10.0.176.121,192.168.1.216.18,443,1459
2026-04-12 10:53:53,ALERT-00644,CRITICAL,Suspicious Activity,0.3957,1.0,Attack,20.184.25.200,192.168.1.253.34,443,1464
2026-04-12 11:10:25,ALERT-00645,CRITICAL,Suspicious Activity,0.4959,0.99,Attack,172.16.76.157,10.10.111.157,21,1465
2026-04-12 11:04:44,ALERT-00647,CRITICAL,Port Scan,0.449,1.0,Attack,24.39.89.134,192.168.1.22.221,8080,1468
2026-04-12 10:29:19,ALERT-00650,CRITICAL,Port Scan,0.6571,1.0,Attack,23.67.194.48,10.0.11.224,80,1473
2026-04-12 10:28:05,ALERT-00657,CRITICAL,Port Scan,0.5475,1.0,Attack,16.237.74.143,10.10.112.87,3389,1491
2026-04-12 11:14:34,ALERT-00659,CRITICAL,Port Scan,0.562,1.0,Attack,192.168.1.127.75,172.16.252.1,8443,1497
2026-04-12 10:54:53,ALERT-00664,CRITICAL,Port Scan,0.6675,1.0,Attack,216.155.216.44,10.0.138.205,3389,1504
2026-04-12 10:49:09,ALERT-00665,CRITICAL,Port Scan,0.8243,1.0,Attack,66.214.27.151,10.10.203.129,8443,1505
2026-04-12 10:52:56,ALERT-00633,CRITICAL,Port Scan,0.492,1.0,Attack,172.16.30.227,10.0.6.84,22,1435
2026-04-12 11:03:14,ALERT-00634,CRITICAL,Port Scan,0.5326,1.0,Attack,172.16.142.237,172.16.143.172,22,1438
2026-04-12 11:06:45,ALERT-00637,CRITICAL,Port Scan,0.8675,1.0,Attack,66.9.221.217,10.0.42.93,443,1444
2026-04-12 10:25:12,ALERT-00638,CRITICAL,Suspicious Activity,0.3942,1.0,Attack,172.16.167.232,172.16.116.76,8443,1445
2026-04-12 10:27:42,ALERT-00641,CRITICAL,Port Scan,0.441,1.0,Attack,108.165.7.63,192.168.1.219.235,8080,1456
2026-04-12 10:57:44,ALERT-01230,CRITICAL,Port Scan,0.6926,1.0,Attack,192.168.2.239.64,10.0.173.149,8080,2860
2026-04-12 10:45:21,ALERT-00643,CRITICAL,Port Scan,0.3949,1.0,Attack,54.231.12.223,192.168.2.206.105,443,1460
2026-04-12 11:16:12,ALERT-01153,CRITICAL,Port Scan,0.5905,1.0,Attack,198.50.139.214,10.10.212.184,80,2659
2026-04-12 10:42:17,ALERT-01157,CRITICAL,Suspicious Activity,0.544,1.0,Attack,10.0.174.45,10.10.250.17,23,2669
2026-04-12 10:40:27,ALERT-01158,CRITICAL,Suspicious Activity,0.3734,0.9942,Attack,192.168.2.2.240,172.16.10.30,21,2670
2026-04-12 10:39:36,ALERT-01159,CRITICAL,Port Scan,0.6596,1.0,Attack,23.184.74.67,10.10.84.212,23,2673
2026-04-12 10:47:01,ALERT-01161,CRITICAL,Suspicious Activity,0.5351,1.0,Attack,10.0.118.162,10.10.155.175,445,2678
2026-04-12 10:23:33,ALERT-01164,CRITICAL,Suspicious Activity,0.7073,1.0,Attack,172.16.68.1,10.10.236.39,3389,2685
2026-04-12 10:29:35,ALERT-00685,CRITICAL,Suspicious Activity,0.6668,1.0,Attack,67.52.171.232,192.168.1.37.49,22,1538
2026-04-12 10:48:35,ALERT-01139,CRITICAL,Suspicious Activity,0.5784,1.0,Attack,203.38.185.30,172.16.234.53,22,2629
2026-04-12 11:11:05,ALERT-01141,CRITICAL,Suspicious Activity,0.5061,1.0,Attack,16.72.188.56,192.168.2.108.103,443,2634
2026-04-12 10:46:46,ALERT-01142,CRITICAL,Port Scan,0.9933,1.0,Attack,11.209.254.198,172.16.118.99,8080,2635
2026-04-12 10:24:38,ALERT-01146,CRITICAL,Port Scan,0.4224,1.0,Attack,208.84.243.221,10.10.124.201,23,2641
2026-04-12 11:10:26,ALERT-00553,CRITICAL,Suspicious Activity,0.3968,1.0,Attack,172.16.232.143,192.168.1.224.234,3389,1270
2026-04-12 10:52:42,ALERT-00502,CRITICAL,Suspicious Activity,0.6709,1.0,Attack,18.175.101.231,10.10.144.63,22,1184
2026-04-12 11:11:18,ALERT-00469,CRITICAL,Port Scan,0.6555,1.0,Attack,10.0.10.207,192.168.2.97.212,3389,1113
2026-04-12 10:34:45,ALERT-00470,CRITICAL,Port Scan,0.55,1.0,Attack,192.168.2.234.154,192.168.2.243.48,80,1116
2026-04-12 10:53:03,ALERT-00472,CRITICAL,Port Scan,0.7218,1.0,Attack,104.127.50.9,192.168.1.173.196,8443,1119
2026-04-12 10:26:35,ALERT-00473,CRITICAL,Suspicious Activity,0.3212,0.9666,Attack,192.168.2.214.14,172.16.238.167,8443,1120
2026-04-12 10:38:30,ALERT-00477,CRITICAL,Port Scan,0.5968,1.0,Attack,52.38.245.232,10.0.229.240,8080,1129
2026-04-12 10:42:11,ALERT-00479,CRITICAL,Suspicious Activity,0.5005,1.0,Attack,16.199.36.96,10.10.4.205,443,1136
2026-04-12 10:37:45,ALERT-00481,CRITICAL,Suspicious Activity,0.6548,1.0,Attack,52.44.156.81,192.168.2.75.140,443,1139
2026-04-12 10:56:11,ALERT-00543,CRITICAL,Suspicious Activity,0.3003,1.0,Attack,35.136.0.32,10.0.50.24,23,1252
2026-04-12 11:19:41,ALERT-00544,CRITICAL,Unknown / Novel Attack,0.7861,0.9864,Attack,172.16.139.84,10.10.104.7,443,1253
2026-04-12 11:00:16,ALERT-00545,CRITICAL,Suspicious Activity,0.5416,1.0,Attack,192.168.1.33.49,10.0.224.249,445,1254
2026-04-12 11:23:02,ALERT-00547,CRITICAL,Suspicious Activity,0.6727,0.9905,Attack,99.31.97.111,192.168.2.78.38,80,1258
2026-04-12 10:39:53,ALERT-00550,CRITICAL,Port Scan,0.4085,1.0,Attack,172.16.209.62,10.10.217.222,21,1264
2026-04-12 11:07:53,ALERT-00500,CRITICAL,Port Scan,0.8329,1.0,Attack,104.17.253.45,172.16.60.206,80,1179
2026-04-12 11:07:52,ALERT-00555,CRITICAL,Port Scan,0.4472,1.0,Attack,192.168.2.34.207,192.168.2.43.168,23,1273
2026-04-12 11:19:01,ALERT-00556,CRITICAL,Suspicious Activity,0.5198,1.0,Attack,172.16.137.202,10.0.243.165,8080,1274
2026-04-12 11:17:18,ALERT-01323,CRITICAL,Port Scan,0.7107,1.0,Attack,192.168.2.219.132,192.168.1.102.189,21,3077
2026-04-12 10:30:21,ALERT-01324,CRITICAL,Suspicious Activity,0.6322,1.0,Attack,17.134.0.226,192.168.1.115.212,8080,3080
2026-04-12 10:58:58,ALERT-00528,CRITICAL,Port Scan,0.6355,1.0,Attack,108.85.254.3,172.16.155.16,443,1230
2026-04-12 10:51:01,ALERT-00538,CRITICAL,Port Scan,0.5874,1.0,Attack,23.207.104.82,172.16.192.70,8443,1242
2026-04-12 10:54:44,ALERT-00539,CRITICAL,Port Scan,0.7805,1.0,Attack,104.50.190.2,172.16.248.105,3389,1243
2026-04-12 10:24:13,ALERT-00541,CRITICAL,Unknown / Novel Attack,0.8116,1.0,Attack,23.237.57.10,192.168.1.158.226,443,1249
2026-04-12 11:15:40,ALERT-01311,CRITICAL,Port Scan,0.693,1.0,Attack,13.180.5.230,192.168.2.143.164,21,3043
2026-04-12 10:46:10,ALERT-01312,CRITICAL,Port Scan,0.6586,1.0,Attack,20.239.125.129,172.16.74.151,8443,3044
2026-04-12 10:51:50,ALERT-01314,CRITICAL,Suspicious Activity,0.6268,1.0,Attack,74.96.30.224,192.168.1.109.182,21,3053
2026-04-12 10:44:37,ALERT-01315,CRITICAL,Suspicious Activity,0.434,0.9756,Attack,192.168.2.140.36,10.10.62.231,23,3054
2026-04-12 11:16:41,ALERT-01317,CRITICAL,Port Scan,0.7146,1.0,Attack,208.44.133.152,192.168.2.144.187,3389,3056
2026-04-12 11:21:14,ALERT-01300,CRITICAL,Port Scan,0.6944,1.0,Attack,172.16.228.84,192.168.1.172.246,21,3018
2026-04-12 10:55:27,ALERT-00455,CRITICAL,Unknown / Novel Attack,0.76,1.0,Attack,24.137.173.230,192.168.2.127.106,22,1087
2026-04-12 10:32:24,ALERT-00457,CRITICAL,Suspicious Activity,0.5975,1.0,Attack,192.168.2.25.51,192.168.1.194.212,21,1093
2026-04-12 11:08:39,ALERT-00458,CRITICAL,Port Scan,0.7281,1.0,Attack,216.27.17.15,192.168.1.215.160,23,1095
2026-04-12 10:24:51,ALERT-01326,CRITICAL,Port Scan,0.6388,1.0,Attack,11.190.62.209,192.168.2.129.97,443,3087
2026-04-12 10:43:27,ALERT-01327,CRITICAL,Port Scan,0.846,1.0,Attack,10.0.141.130,192.168.2.129.248,8080,3088
2026-04-12 11:03:07,ALERT-01328,CRITICAL,Suspicious Activity,0.5202,1.0,Attack,74.25.54.133,10.10.152.21,23,3089
2026-04-12 11:16:08,ALERT-00519,CRITICAL,Port Scan,0.6771,1.0,Attack,10.0.184.135,192.168.2.28.21,445,1216
2026-04-12 10:49:25,ALERT-00520,CRITICAL,Unknown / Novel Attack,0.7552,1.0,Attack,216.221.129.177,172.16.171.144,443,1219
2026-04-12 11:19:54,ALERT-00521,CRITICAL,Suspicious Activity,0.5461,0.9993,Attack,104.156.25.149,10.10.7.19,445,1220
2026-04-12 10:41:11,ALERT-00522,CRITICAL,Port Scan,0.3995,1.0,Attack,14.172.14.213,192.168.2.251.72,22,1221
2026-04-12 10:43:34,ALERT-01293,CRITICAL,Suspicious Activity,0.3837,1.0,Attack,220.185.179.129,192.168.2.25.183,22,2999
2026-04-12 10:54:55,ALERT-01297,CRITICAL,Port Scan,0.8418,1.0,Attack,192.168.2.230.94,10.0.23.83,443,3007
2026-04-12 10:48:23,ALERT-01299,CRITICAL,Port Scan,0.6952,1.0,Attack,34.144.81.111,10.0.89.36,23,3014
2026-04-12 11:05:31,ALERT-01318,CRITICAL,Port Scan,0.5983,1.0,Attack,10.10.214.241,10.10.142.209,21,3058
2026-04-12 10:41:19,ALERT-00503,CRITICAL,Suspicious Activity,0.3982,0.9775,Attack,34.228.154.18,192.168.1.146.99,443,1189
2026-04-12 10:53:16,ALERT-00504,CRITICAL,Port Scan,0.7349,1.0,Attack,99.72.101.126,172.16.79.148,23,1190
2026-04-12 10:24:42,ALERT-00509,CRITICAL,Port Scan,0.5305,1.0,Attack,10.0.237.221,192.168.2.175.171,443,1196
2026-04-12 10:37:00,ALERT-00510,CRITICAL,Suspicious Activity,0.3845,0.9978,Attack,34.142.180.6,172.16.129.226,23,1200
2026-04-12 10:38:11,ALERT-00511,CRITICAL,Port Scan,0.9807,1.0,Attack,172.16.163.203,192.168.2.19.63,23,1201
2026-04-12 10:44:32,ALERT-00513,CRITICAL,Port Scan,0.4733,1.0,Attack,172.16.141.131,172.16.234.205,23,1203
2026-04-12 10:32:47,ALERT-00514,CRITICAL,Port Scan,0.6219,1.0,Attack,35.42.64.188,192.168.2.199.78,22,1204
2026-04-12 11:03:54,ALERT-00483,CRITICAL,Suspicious Activity,0.5337,0.9978,Attack,10.10.118.221,10.0.207.157,445,1147
2026-04-12 10:34:53,ALERT-00487,CRITICAL,Port Scan,0.634,1.0,Attack,15.97.6.73,192.168.2.90.20,3389,1152
2026-04-12 10:50:16,ALERT-00488,CRITICAL,Suspicious Activity,0.4223,0.9757,Attack,192.168.1.113.220,10.10.52.42,22,1154
2026-04-12 11:12:18,ALERT-00489,CRITICAL,Port Scan,0.7392,1.0,Attack,208.195.162.226,192.168.1.166.219,22,1156
2026-04-12 11:16:24,ALERT-00492,CRITICAL,Suspicious Activity,0.4612,0.99,Attack,16.204.59.200,192.168.1.14.89,23,1160
2026-04-12 11:13:54,ALERT-01260,CRITICAL,Suspicious Activity,0.5487,1.0,Attack,20.201.205.241,172.16.20.49,8080,2930
2026-04-12 11:02:48,ALERT-01278,CRITICAL,Suspicious Activity,0.6016,1.0,Attack,10.10.68.150,172.16.231.243,3389,2963
2026-04-12 10:46:43,ALERT-01279,CRITICAL,Suspicious Activity,0.5101,0.9996,Attack,23.6.212.91,172.16.123.208,23,2964
2026-04-12 10:54:12,ALERT-01280,CRITICAL,Port Scan,0.776,1.0,Attack,10.0.148.226,172.16.231.248,21,2971
2026-04-12 11:06:35,ALERT-01281,CRITICAL,Suspicious Activity,0.5154,1.0,Attack,192.168.2.100.14,172.16.52.90,443,2972
2026-04-12 10:50:39,ALERT-01262,CRITICAL,Suspicious Activity,0.46,1.0,Attack,10.10.111.253,192.168.2.165.10,21,2933
2026-04-12 10:42:20,ALERT-01263,CRITICAL,Port Scan,0.6554,1.0,Attack,15.226.125.151,10.0.209.138,23,2936
2026-04-12 10:50:16,ALERT-01264,CRITICAL,Port Scan,0.6153,1.0,Attack,24.204.225.90,172.16.116.121,445,2937
2026-04-12 10:37:15,ALERT-01266,CRITICAL,Suspicious Activity,0.3949,1.0,Attack,172.16.32.126,192.168.1.145.141,8443,2941
2026-04-12 10:49:26,ALERT-01267,CRITICAL,Port Scan,0.5445,1.0,Attack,54.249.15.31,10.10.116.226,443,2942
2026-04-12 10:46:44,ALERT-01270,CRITICAL,Port Scan,0.9424,1.0,Attack,66.159.91.114,192.168.2.100.6,80,2947
2026-04-12 10:38:14,ALERT-01271,CRITICAL,Port Scan,0.7092,1.0,Attack,172.16.82.108,10.0.99.81,21,2948
2026-04-12 10:36:21,ALERT-01273,CRITICAL,Suspicious Activity,0.5041,1.0,Attack,52.25.156.248,10.0.4.232,445,2950
2026-04-12 10:54:43,ALERT-01257,CRITICAL,Port Scan,0.6474,0.9964,Attack,192.168.1.168.148,192.168.2.160.170,443,2923
2026-04-12 11:17:03,ALERT-01277,CRITICAL,Port Scan,0.5644,1.0,Attack,208.20.92.203,10.10.224.72,80,2962
2026-04-12 10:53:34,ALERT-00591,CRITICAL,Port Scan,0.6822,1.0,Attack,18.229.137.25,192.168.1.11.70,3389,1346
2026-04-12 10:41:25,ALERT-00592,CRITICAL,Suspicious Activity,0.5383,1.0,Attack,199.143.14.19,192.168.1.10.96,21,1351
2026-04-12 10:25:59,ALERT-00595,CRITICAL,Suspicious Activity,0.4998,1.0,Attack,172.16.205.32,10.10.48.123,23,1356
2026-04-12 11:02:43,ALERT-00598,CRITICAL,Port Scan,0.6978,1.0,Attack,10.0.137.20,192.168.2.153.76,8443,1360
2026-04-12 10:37:55,ALERT-00602,CRITICAL,Port Scan,0.724,1.0,Attack,192.168.2.146.73,10.10.50.154,21,1368
2026-04-12 10:28:51,ALERT-00603,CRITICAL,Suspicious Activity,0.4168,0.9632,Attack,67.55.165.193,10.10.65.141,445,1369
2026-04-12 11:03:41,ALERT-01245,CRITICAL,Port Scan,0.6665,1.0,Attack,10.10.8.245,192.168.2.219.84,443,2884
2026-04-12 10:24:15,ALERT-01247,CRITICAL,Port Scan,0.7315,0.9896,Attack,192.168.2.68.102,10.0.21.100,443,2890
2026-04-12 10:47:56,ALERT-01249,CRITICAL,Port Scan,0.6178,1.0,Attack,15.56.139.28,10.10.3.127,3389,2898
2026-04-12 10:38:08,ALERT-01251,CRITICAL,Port Scan,0.6318,1.0,Attack,218.62.4.68,172.16.205.86,23,2904
2026-04-12 10:58:11,ALERT-01252,CRITICAL,Port Scan,0.5243,1.0,Attack,11.157.3.51,192.168.2.251.163,443,2906
2026-04-12 11:16:04,ALERT-01253,CRITICAL,Port Scan,0.6643,1.0,Attack,10.10.178.168,192.168.1.155.16,445,2907
2026-04-12 10:42:48,ALERT-01254,CRITICAL,Suspicious Activity,0.5114,1.0,Attack,18.202.115.67,172.16.31.235,3389,2916
2026-04-12 10:40:03,ALERT-00566,CRITICAL,Suspicious Activity,0.6321,1.0,Attack,199.25.157.210,192.168.1.151.119,23,1289
