Timestamp,Alert_ID,Severity,Attack_Type,Anomaly_Score,RF_Probability,RF_Prediction,Source_IP,Dest_IP,Dest_Port,Flow_Index
2026-04-12 17:31:25,ALERT-02131,CRITICAL,Port Scan,0.639,1.0,Attack,192.168.1.219.194,10.10.89.244,8080,5511
2026-04-12 17:15:21,ALERT-02132,CRITICAL,Port Scan,0.4075,1.0,Attack,15.58.75.212,10.10.92.216,22,5512
2026-04-12 16:45:41,ALERT-02134,CRITICAL,Port Scan,0.6477,1.0,Attack,18.127.113.250,172.16.243.205,8080,5514
2026-04-12 17:07:11,ALERT-02095,CRITICAL,Port Scan,0.6752,1.0,Attack,10.10.234.207,10.10.14.177,3389,5424
2026-04-12 17:23:17,ALERT-02172,CRITICAL,Suspicious Activity,0.6249,1.0,Attack,52.100.195.132,192.168.1.132.253,443,5591
2026-04-12 16:49:20,ALERT-02175,CRITICAL,Suspicious Activity,0.3466,1.0,Attack,192.168.1.90.126,192.168.2.151.109,80,5599
2026-04-12 17:33:23,ALERT-02215,CRITICAL,Port Scan,0.717,1.0,Attack,108.29.46.127,192.168.2.208.96,23,5703
2026-04-12 17:35:07,ALERT-02217,CRITICAL,Port Scan,0.6156,1.0,Attack,10.0.181.18,172.16.84.108,8080,5710
2026-04-12 16:44:41,ALERT-02218,CRITICAL,Port Scan,0.7016,1.0,Attack,192.168.2.105.51,192.168.2.251.74,22,5713
2026-04-12 16:44:25,ALERT-02221,CRITICAL,Suspicious Activity,0.5424,1.0,Attack,23.185.109.234,172.16.119.18,8443,5723
2026-04-12 17:04:46,ALERT-02223,CRITICAL,Port Scan,0.4627,1.0,Attack,10.10.52.129,172.16.87.223,445,5727
2026-04-12 16:37:06,ALERT-02224,CRITICAL,Suspicious Activity,0.6723,1.0,Attack,10.10.224.1,192.168.1.88.182,80,5728
2026-04-12 17:01:11,ALERT-02225,CRITICAL,Port Scan,0.5395,1.0,Attack,192.168.2.9.135,192.168.2.147.3,3389,5730
2026-04-12 17:15:41,ALERT-02227,CRITICAL,Suspicious Activity,0.2626,1.0,Attack,17.253.159.243,192.168.1.215.45,21,5733
2026-04-12 17:15:34,ALERT-02233,CRITICAL,Port Scan,0.7729,1.0,Attack,35.166.18.176,192.168.1.73.223,443,5747
2026-04-12 17:28:18,ALERT-02234,CRITICAL,Suspicious Activity,0.4539,1.0,Attack,10.0.159.23,10.0.33.239,22,5748
2026-04-12 17:30:55,ALERT-02235,CRITICAL,Suspicious Activity,0.3534,0.99,Attack,74.122.68.153,192.168.2.224.133,8443,5751
2026-04-12 17:29:04,ALERT-02238,CRITICAL,Suspicious Activity,0.4256,1.0,Attack,192.168.2.32.83,10.10.53.94,3389,5755
2026-04-12 17:12:33,ALERT-02239,CRITICAL,Port Scan,0.7879,1.0,Attack,172.16.81.203,10.10.102.139,80,5759
2026-04-12 17:20:30,ALERT-02240,CRITICAL,Port Scan,0.4071,1.0,Attack,52.242.250.252,10.0.212.228,8080,5762
2026-04-12 17:12:44,ALERT-02243,CRITICAL,Port Scan,0.5324,1.0,Attack,192.168.2.201.46,10.0.46.13,3389,5767
2026-04-12 16:48:47,ALERT-02248,CRITICAL,Suspicious Activity,0.5329,1.0,Attack,24.116.76.71,192.168.2.71.117,3389,5778
2026-04-12 17:13:08,ALERT-02250,CRITICAL,Suspicious Activity,0.4557,0.99,Attack,17.68.89.250,192.168.1.207.140,8080,5785
2026-04-12 17:35:27,ALERT-02214,CRITICAL,Port Scan,0.4163,1.0,Attack,172.16.106.12,192.168.1.14.169,443,5699
2026-04-12 16:42:54,ALERT-02174,CRITICAL,Suspicious Activity,0.655,1.0,Attack,192.168.2.69.78,192.168.2.234.148,22,5597
2026-04-12 17:08:34,ALERT-02213,CRITICAL,Suspicious Activity,0.2815,1.0,Attack,16.147.135.249,10.0.24.8,443,5696
2026-04-12 17:09:18,ALERT-02200,CRITICAL,Port Scan,0.9207,1.0,Attack,24.147.107.190,172.16.241.143,22,5660
2026-04-12 17:06:36,ALERT-02176,CRITICAL,Port Scan,0.5716,1.0,Attack,14.103.164.14,192.168.2.218.162,21,5602
2026-04-12 17:11:40,ALERT-02177,CRITICAL,Suspicious Activity,0.2896,1.0,Attack,216.214.19.59,192.168.1.231.196,443,5603
2026-04-12 16:51:25,ALERT-02178,CRITICAL,Port Scan,0.5851,1.0,Attack,199.12.53.16,192.168.1.185.14,21,5608
2026-04-12 17:26:03,ALERT-02179,CRITICAL,Suspicious Activity,0.3431,1.0,Attack,18.91.41.165,192.168.1.162.205,8443,5609
2026-04-12 17:17:16,ALERT-02180,CRITICAL,Suspicious Activity,0.4798,1.0,Attack,10.10.109.181,192.168.2.163.92,8080,5610
2026-04-12 16:37:38,ALERT-02181,CRITICAL,Port Scan,0.4769,1.0,Attack,104.88.101.70,10.10.166.98,22,5611
2026-04-12 16:47:46,ALERT-02182,CRITICAL,Port Scan,0.3241,1.0,Attack,209.230.28.238,192.168.1.162.110,3389,5613
2026-04-12 16:42:25,ALERT-02183,CRITICAL,Port Scan,0.4481,1.0,Attack,20.183.237.151,10.10.215.210,443,5614
2026-04-12 17:18:21,ALERT-02184,CRITICAL,Suspicious Activity,0.4589,1.0,Attack,172.16.102.39,192.168.1.110.185,443,5625
2026-04-12 16:54:53,ALERT-02185,CRITICAL,Port Scan,0.606,1.0,Attack,198.191.151.57,192.168.2.51.252,3389,5626
2026-04-12 16:37:32,ALERT-02186,CRITICAL,Port Scan,0.5945,1.0,Attack,66.205.212.18,192.168.1.85.230,22,5627
2026-04-12 16:40:53,ALERT-02190,CRITICAL,Suspicious Activity,0.7259,1.0,Attack,192.168.2.97.87,172.16.190.181,3389,5637
2026-04-12 17:22:49,ALERT-02191,CRITICAL,Port Scan,0.5131,1.0,Attack,220.32.230.67,192.168.2.252.162,22,5641
2026-04-12 16:48:05,ALERT-02195,CRITICAL,Suspicious Activity,0.3948,0.9548,Attack,24.239.171.7,192.168.2.49.77,80,5648
2026-04-12 16:48:11,ALERT-02196,CRITICAL,Unknown / Novel Attack,0.8223,1.0,Attack,16.81.94.170,172.16.172.8,443,5652
2026-04-12 16:59:50,ALERT-02198,CRITICAL,Port Scan,0.703,1.0,Attack,108.72.247.96,192.168.1.128.20,21,5655
2026-04-12 16:55:56,ALERT-02199,CRITICAL,Suspicious Activity,0.5338,1.0,Attack,15.150.52.46,10.10.148.102,80,5658
2026-04-12 16:54:06,ALERT-02212,CRITICAL,Port Scan,0.5453,1.0,Attack,192.168.1.89.185,192.168.2.216.221,8080,5694
2026-04-12 17:19:27,ALERT-02251,CRITICAL,Suspicious Activity,0.4544,0.9995,Attack,104.146.112.166,192.168.1.250.177,8443,5786
2026-04-12 17:33:08,ALERT-02094,CRITICAL,Port Scan,0.7653,1.0,Attack,52.150.170.140,192.168.2.61.240,3389,5421
2026-04-12 16:42:46,ALERT-02090,CRITICAL,Port Scan,0.6508,1.0,Attack,23.106.155.98,192.168.1.244.103,22,5415
2026-04-12 17:33:15,ALERT-01988,CRITICAL,Suspicious Activity,0.4318,1.0,Attack,192.168.1.122.79,192.168.2.83.110,3389,5163
2026-04-12 17:25:04,ALERT-01989,CRITICAL,Port Scan,0.607,1.0,Attack,15.27.176.129,10.0.176.239,21,5165
2026-04-12 17:31:11,ALERT-01991,CRITICAL,Port Scan,0.4795,1.0,Attack,35.243.132.235,10.10.120.206,22,5171
2026-04-12 16:44:34,ALERT-01992,CRITICAL,Suspicious Activity,0.3778,1.0,Attack,192.168.1.207.214,10.10.149.16,80,5173
2026-04-12 16:37:24,ALERT-01993,CRITICAL,Suspicious Activity,0.7159,1.0,Attack,67.172.235.50,10.10.55.235,21,5176
2026-04-12 16:44:09,ALERT-01994,CRITICAL,Port Scan,0.3058,1.0,Attack,74.234.52.100,172.16.19.233,8080,5178
2026-04-12 17:31:35,ALERT-01996,CRITICAL,Port Scan,0.4559,1.0,Attack,99.214.44.183,192.168.2.237.83,23,5181
2026-04-12 17:22:07,ALERT-01998,CRITICAL,Port Scan,0.5907,1.0,Attack,104.100.107.14,10.10.187.22,23,5185
2026-04-12 17:24:00,ALERT-02000,CRITICAL,Suspicious Activity,0.4822,0.9978,Attack,99.163.35.243,172.16.154.16,22,5196
2026-04-12 17:31:34,ALERT-02003,CRITICAL,Port Scan,0.7049,1.0,Attack,209.212.110.169,10.0.126.95,8443,5212
2026-04-12 16:42:23,ALERT-02004,CRITICAL,Port Scan,0.5581,1.0,Attack,220.195.151.52,192.168.2.50.47,8080,5213
2026-04-12 17:13:42,ALERT-02008,CRITICAL,Suspicious Activity,0.3344,1.0,Attack,192.168.2.76.199,192.168.2.61.161,21,5224
2026-04-12 16:46:51,ALERT-02010,CRITICAL,Port Scan,0.4842,1.0,Attack,74.212.223.199,172.16.248.141,445,5229
2026-04-12 17:19:01,ALERT-02011,CRITICAL,Port Scan,0.7511,1.0,Attack,23.130.208.83,10.10.3.59,443,5235
2026-04-12 17:28:25,ALERT-02014,CRITICAL,Port Scan,0.5433,1.0,Attack,18.198.108.57,192.168.2.158.136,23,5239
2026-04-12 17:28:14,ALERT-02015,CRITICAL,Port Scan,0.5114,1.0,Attack,10.0.166.26,192.168.1.50.172,8080,5241
2026-04-12 17:20:32,ALERT-02016,CRITICAL,Port Scan,0.4683,1.0,Attack,23.114.241.48,172.16.31.123,21,5245
2026-04-12 17:17:28,ALERT-01986,CRITICAL,Suspicious Activity,0.3714,0.9969,Attack,192.168.1.24.104,172.16.233.118,22,5160
2026-04-12 17:24:23,ALERT-02017,CRITICAL,Port Scan,0.4938,1.0,Attack,172.16.109.171,172.16.117.211,443,5246
2026-04-12 17:00:26,ALERT-01985,CRITICAL,Port Scan,0.6921,1.0,Attack,216.21.90.5,172.16.198.10,443,5157
2026-04-12 17:27:39,ALERT-01982,CRITICAL,Port Scan,0.5446,1.0,Attack,20.72.242.167,172.16.206.228,8080,5152
2026-04-12 17:05:04,ALERT-01955,CRITICAL,Port Scan,0.3393,1.0,Attack,67.169.91.78,192.168.2.114.67,80,5077
2026-04-12 16:54:26,ALERT-01956,CRITICAL,Suspicious Activity,0.6837,1.0,Attack,209.189.58.120,172.16.173.192,443,5078
2026-04-12 16:47:07,ALERT-01957,CRITICAL,Suspicious Activity,0.446,0.9978,Attack,104.228.180.110,192.168.2.135.137,8080,5079
2026-04-12 16:50:12,ALERT-01959,CRITICAL,Suspicious Activity,0.2244,1.0,Attack,54.163.59.204,10.0.139.29,21,5084
2026-04-12 17:09:23,ALERT-01960,CRITICAL,Port Scan,0.6884,1.0,Attack,209.197.188.144,10.10.65.240,443,5085
2026-04-12 17:21:20,ALERT-01961,CRITICAL,Suspicious Activity,0.3865,1.0,Attack,11.126.156.205,10.0.229.207,80,5091
2026-04-12 16:47:07,ALERT-01962,CRITICAL,Port Scan,0.6946,1.0,Attack,10.0.161.217,192.168.1.181.37,8443,5093
2026-04-12 17:11:04,ALERT-01963,CRITICAL,Suspicious Activity,0.6903,1.0,Attack,208.238.152.146,172.16.144.171,445,5094
2026-04-12 17:10:13,ALERT-01964,CRITICAL,Suspicious Activity,0.4274,0.9978,Attack,172.16.107.101,192.168.1.228.178,8080,5096
2026-04-12 17:05:56,ALERT-01966,CRITICAL,Suspicious Activity,0.722,1.0,Attack,17.126.171.253,192.168.1.122.68,3389,5098
2026-04-12 16:42:13,ALERT-01969,CRITICAL,Port Scan,0.6516,1.0,Attack,17.147.67.247,192.168.1.111.123,443,5110
2026-04-12 17:13:06,ALERT-01970,CRITICAL,Port Scan,0.7283,1.0,Attack,35.108.232.155,10.10.1.209,445,5111
2026-04-12 17:30:18,ALERT-01971,CRITICAL,Port Scan,0.5706,1.0,Attack,20.193.75.134,192.168.2.56.59,23,5113
2026-04-12 16:53:43,ALERT-01972,CRITICAL,Port Scan,0.6078,1.0,Attack,218.107.14.77,172.16.97.1,8443,5114
2026-04-12 16:59:17,ALERT-01975,CRITICAL,Port Scan,0.9214,1.0,Attack,172.16.198.215,172.16.104.45,8443,5123
2026-04-12 16:59:23,ALERT-01978,CRITICAL,Suspicious Activity,0.5395,1.0,Attack,10.10.146.4,192.168.1.170.212,23,5136
2026-04-12 17:34:11,ALERT-01981,CRITICAL,Port Scan,0.6369,1.0,Attack,192.168.1.68.18,10.10.252.61,445,5150
2026-04-12 16:57:29,ALERT-01983,CRITICAL,Port Scan,0.6069,1.0,Attack,10.10.177.204,192.168.1.152.196,22,5154
2026-04-12 17:26:11,ALERT-02091,CRITICAL,Port Scan,0.5749,1.0,Attack,192.168.2.157.242,172.16.80.219,21,5418
2026-04-12 16:49:00,ALERT-02019,CRITICAL,Port Scan,0.5165,1.0,Attack,54.187.223.149,172.16.9.18,3389,5249
2026-04-12 16:53:16,ALERT-02023,CRITICAL,Port Scan,0.6062,1.0,Attack,208.116.126.207,10.0.87.156,3389,5259
2026-04-12 16:57:39,ALERT-02062,CRITICAL,Suspicious Activity,0.5361,0.99,Attack,10.10.134.215,192.168.1.35.182,443,5357
2026-04-12 17:29:17,ALERT-02063,CRITICAL,Port Scan,0.6855,1.0,Attack,192.168.1.47.97,172.16.158.233,23,5358
2026-04-12 17:05:51,ALERT-02064,CRITICAL,Suspicious Activity,0.4029,1.0,Attack,10.0.66.167,192.168.1.155.184,21,5363
2026-04-12 16:58:08,ALERT-02065,CRITICAL,Port Scan,0.8272,1.0,Attack,192.168.2.32.248,192.168.1.159.157,8443,5366
2026-04-12 17:01:02,ALERT-02066,CRITICAL,Suspicious Activity,0.4753,1.0,Attack,14.168.67.236,192.168.2.121.135,443,5367
2026-04-12 17:30:54,ALERT-02068,CRITICAL,Port Scan,0.5478,1.0,Attack,192.168.2.238.175,10.10.132.192,21,5369
2026-04-12 17:08:35,ALERT-02071,CRITICAL,Port Scan,0.5634,1.0,Attack,15.144.240.209,192.168.1.103.103,21,5373
2026-04-12 16:55:27,ALERT-02074,CRITICAL,Port Scan,0.4641,1.0,Attack,10.10.183.36,10.10.180.227,22,5381
2026-04-12 17:18:26,ALERT-02075,CRITICAL,Port Scan,0.6941,1.0,Attack,15.77.66.102,192.168.2.139.155,8080,5382
2026-04-12 17:22:23,ALERT-02078,CRITICAL,Suspicious Activity,0.5315,1.0,Attack,203.189.85.31,172.16.205.149,445,5389
2026-04-12 16:52:50,ALERT-02079,CRITICAL,Port Scan,0.5151,1.0,Attack,24.156.144.146,192.168.2.195.170,8080,5391
2026-04-12 17:26:29,ALERT-02080,CRITICAL,Port Scan,0.4166,1.0,Attack,18.145.173.131,192.168.2.103.56,22,5395
2026-04-12 16:50:56,ALERT-02083,CRITICAL,Port Scan,0.5733,1.0,Attack,10.10.161.252,192.168.2.135.34,8080,5401
2026-04-12 17:33:24,ALERT-02084,CRITICAL,Port Scan,0.7087,1.0,Attack,216.111.116.42,172.16.102.215,443,5403
2026-04-12 16:48:28,ALERT-02087,CRITICAL,Port Scan,0.5637,1.0,Attack,34.96.106.103,10.10.233.188,22,5409
2026-04-12 17:10:08,ALERT-02088,CRITICAL,Suspicious Activity,0.6039,1.0,Attack,192.168.1.237.122,10.0.12.105,23,5410
2026-04-12 17:29:26,ALERT-02089,CRITICAL,Suspicious Activity,0.3124,0.9597,Attack,172.16.72.93,10.10.14.88,23,5411
2026-04-12 17:23:42,ALERT-02061,CRITICAL,Suspicious Activity,0.2736,1.0,Attack,104.30.245.208,172.16.152.157,8080,5352
2026-04-12 16:46:24,ALERT-02021,CRITICAL,Port Scan,0.7512,1.0,Attack,208.199.103.71,10.0.87.170,3389,5257
2026-04-12 16:36:57,ALERT-02059,CRITICAL,Port Scan,0.4554,1.0,Attack,35.247.62.56,10.0.187.172,445,5345
2026-04-12 17:32:06,ALERT-02054,CRITICAL,Suspicious Activity,0.4239,1.0,Attack,13.59.195.126,10.0.85.31,8080,5333
2026-04-12 17:27:37,ALERT-02027,CRITICAL,Suspicious Activity,0.4708,1.0,Attack,218.251.136.66,172.16.118.101,80,5265
2026-04-12 16:37:11,ALERT-02028,CRITICAL,Port Scan,0.8336,1.0,Attack,34.169.96.160,192.168.2.234.200,445,5268
2026-04-12 17:22:09,ALERT-02029,CRITICAL,Suspicious Activity,0.4333,1.0,Attack,208.197.251.131,10.0.126.81,8080,5269
2026-04-12 17:08:37,ALERT-02030,CRITICAL,Port Scan,0.4903,1.0,Attack,172.16.11.80,10.10.68.253,3389,5270
2026-04-12 17:31:19,ALERT-02031,CRITICAL,Port Scan,0.7265,1.0,Attack,17.131.118.140,192.168.2.183.123,3389,5275
2026-04-12 16:38:12,ALERT-02032,CRITICAL,Port Scan,0.6917,1.0,Attack,74.47.246.174,10.10.55.232,8080,5278
2026-04-12 17:19:12,ALERT-02034,CRITICAL,Suspicious Activity,0.6495,1.0,Attack,192.168.1.113.77,10.0.107.220,445,5280
2026-04-12 17:34:53,ALERT-02036,CRITICAL,Suspicious Activity,0.3855,1.0,Attack,54.199.158.152,10.10.252.64,8443,5288
2026-04-12 16:35:54,ALERT-02037,CRITICAL,Port Scan,0.8723,1.0,Attack,198.188.17.35,10.0.8.212,22,5291
2026-04-12 17:10:36,ALERT-02040,CRITICAL,Port Scan,0.5067,1.0,Attack,10.0.151.38,10.0.103.140,443,5300
2026-04-12 17:14:07,ALERT-02042,CRITICAL,Port Scan,0.4661,1.0,Attack,198.76.9.178,192.168.1.26.159,21,5302
2026-04-12 16:43:51,ALERT-02045,CRITICAL,Port Scan,0.6293,1.0,Attack,216.155.237.110,10.0.193.117,21,5305
2026-04-12 17:18:13,ALERT-02046,CRITICAL,Suspicious Activity,0.4636,1.0,Attack,23.155.84.22,10.0.240.88,21,5314
2026-04-12 17:21:29,ALERT-02048,CRITICAL,Suspicious Activity,0.4808,0.99,Attack,11.54.154.230,192.168.1.179.99,21,5319
2026-04-12 16:43:36,ALERT-02050,CRITICAL,Port Scan,0.4934,1.0,Attack,18.69.61.160,10.0.174.208,3389,5325
2026-04-12 17:21:59,ALERT-02052,CRITICAL,Suspicious Activity,0.5939,1.0,Attack,172.16.55.9,10.0.14.53,3389,5330
2026-04-12 17:35:16,ALERT-02053,CRITICAL,Port Scan,0.6758,1.0,Attack,220.229.37.160,192.168.2.128.67,445,5332
2026-04-12 16:49:19,ALERT-02055,CRITICAL,Port Scan,0.5333,1.0,Attack,14.224.195.181,192.168.2.95.227,8080,5334
2026-04-12 17:13:39,ALERT-02253,CRITICAL,Unknown / Novel Attack,0.7991,1.0,Attack,198.104.201.73,172.16.149.36,443,5792
2026-04-12 17:20:52,ALERT-02256,CRITICAL,Port Scan,0.4587,1.0,Attack,34.36.204.110,172.16.133.129,80,5798
2026-04-12 16:59:27,ALERT-02258,CRITICAL,Port Scan,0.5683,1.0,Attack,14.32.49.194,172.16.53.12,443,5800
2026-04-12 17:33:12,ALERT-02466,CRITICAL,Suspicious Activity,0.7392,1.0,Attack,35.68.77.234,192.168.2.66.150,443,6341
2026-04-12 16:39:03,ALERT-02467,CRITICAL,Port Scan,0.7105,1.0,Attack,10.0.1.2,192.168.1.188.210,22,6342
2026-04-12 17:08:39,ALERT-02471,CRITICAL,Suspicious Activity,0.6174,1.0,Attack,192.168.1.17.34,192.168.1.219.74,8080,6354
2026-04-12 17:07:40,ALERT-02472,CRITICAL,Port Scan,0.5802,1.0,Attack,24.231.125.88,192.168.1.133.99,443,6355
2026-04-12 17:20:14,ALERT-02474,CRITICAL,Port Scan,0.5123,1.0,Attack,192.168.2.105.2,192.168.1.38.92,443,6359
2026-04-12 16:56:27,ALERT-02475,CRITICAL,Port Scan,0.4243,1.0,Attack,54.86.85.203,192.168.1.33.190,80,6370
2026-04-12 17:10:56,ALERT-02476,CRITICAL,Port Scan,0.5509,1.0,Attack,10.0.253.17,172.16.27.125,8080,6372
2026-04-12 17:07:58,ALERT-02477,CRITICAL,Suspicious Activity,0.3696,1.0,Attack,67.95.137.228,192.168.1.186.47,443,6374
2026-04-12 17:17:32,ALERT-02482,CRITICAL,Suspicious Activity,0.3347,0.98,Attack,208.102.168.7,172.16.244.41,22,6382
2026-04-12 16:49:20,ALERT-02483,CRITICAL,Port Scan,0.4471,1.0,Attack,172.16.44.187,10.10.197.113,80,6385
2026-04-12 17:28:44,ALERT-02484,CRITICAL,Suspicious Activity,0.4211,0.9978,Attack,104.104.207.119,172.16.115.112,443,6386
2026-04-12 17:03:32,ALERT-02486,CRITICAL,Port Scan,0.6512,1.0,Attack,10.0.160.187,10.0.133.77,21,6389
2026-04-12 17:03:44,ALERT-02487,CRITICAL,Port Scan,0.4164,1.0,Attack,192.168.1.252.15,10.0.74.216,22,6390
2026-04-12 17:19:26,ALERT-02490,CRITICAL,Port Scan,0.5448,1.0,Attack,172.16.163.47,192.168.1.24.156,21,6400
2026-04-12 17:15:26,ALERT-02491,CRITICAL,Port Scan,0.7211,1.0,Attack,192.168.1.60.248,192.168.1.47.8,80,6406
2026-04-12 17:00:05,ALERT-02492,CRITICAL,Port Scan,0.6442,1.0,Attack,34.252.222.120,192.168.2.114.3,23,6407
2026-04-12 16:39:13,ALERT-02494,CRITICAL,Suspicious Activity,0.3628,1.0,Attack,172.16.142.226,10.0.136.180,8443,6413
2026-04-12 17:26:04,ALERT-02465,CRITICAL,Suspicious Activity,0.6927,1.0,Attack,10.10.126.62,192.168.2.7.51,445,6339
2026-04-12 16:48:31,ALERT-02495,CRITICAL,Port Scan,0.4184,1.0,Attack,192.168.1.189.125,192.168.1.99.45,8080,6415
2026-04-12 17:31:24,ALERT-02461,CRITICAL,Port Scan,0.7655,1.0,Attack,192.168.2.33.166,10.0.208.177,8080,6329
2026-04-12 17:20:39,ALERT-02457,CRITICAL,Port Scan,0.4962,1.0,Attack,218.154.225.250,10.10.66.212,23,6323
2026-04-12 17:13:22,ALERT-02427,CRITICAL,Suspicious Activity,0.2537,0.9889,Attack,108.252.37.56,10.10.245.236,23,6247
2026-04-12 17:09:27,ALERT-02428,CRITICAL,Suspicious Activity,0.3917,1.0,Attack,10.10.20.215,192.168.1.47.144,22,6254
2026-04-12 17:23:31,ALERT-02431,CRITICAL,Port Scan,0.4929,1.0,Attack,192.168.2.197.103,10.10.98.101,8080,6259
2026-04-12 17:25:09,ALERT-02434,CRITICAL,Port Scan,0.398,1.0,Attack,192.168.2.226.145,172.16.193.180,443,6263
2026-04-12 16:51:44,ALERT-02435,CRITICAL,Suspicious Activity,0.4394,1.0,Attack,10.0.31.51,192.168.1.217.150,443,6264
