Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Mean,Bwd IAT Mean,Fwd PSH Flags,SYN Flag Count,RST Flag Count,FIN Flag Count,ACK Flag Count,Active Mean,Idle Mean,init_win_bytes_forward,init_win_bytes_backward,Destination Port,Protocol,Label,attack_category,label_binary,label_multiclass
29023.62198926229,9,10,3202.1966865436198,3325.186165335857,4432.602962526156,18.822893841211105,4069.1717238542174,509.8710566174051,2422.566795490357,3208.9918837282567,1,0,0,1,2,8620.099287502093,14290.154812845656,7829,3653,41463,6,BENIGN,Normal,0,3
39481.61011052847,5,9,5865.791351201555,4646.850185280269,5260.0969056604945,14.516303348299624,4224.430105510443,152.2206108357227,2672.1485421193206,2099.081059649928,0,0,1,1,3,1811.9214225545838,11735.842059295413,9077,4744,43294,6,BENIGN,Normal,0,3
66379.79902244886,11,7,5539.462539693973,3693.872919562543,4102.8364430393785,20.27003405251166,4992.525148791225,1067.8321813591363,1671.2970850179186,5554.689075128005,0,0,0,0,4,21284.02048309722,2281.5832689303497,8004,3622,58572,17,BENIGN,Normal,0,3
71566.65409874693,9,5,3784.6469573189993,4734.700630099389,5146.420068658822,24.971617292476637,3348.9657137331674,826.7904685438367,2077.4542233178686,4685.285596093651,1,1,0,1,3,38913.62587016397,7446.70017223737,9914,4775,244,17,BENIGN,Normal,0,3
56454.130526460736,7,11,2655.352000402824,4071.1369037949657,5348.9794283672545,21.99474990240093,897.0664141068537,1394.9926666740243,2102.3897681690823,3097.792762837335,0,1,0,0,4,48217.88793545595,10555.163463108025,8031,6372,7584,6,BENIGN,Normal,0,3
41337.87468618647,16,5,7598.670775808188,4706.648047382311,4936.992522057697,23.18303964815399,3097.778837667475,633.4164286860059,2998.930656017086,4179.959387368528,0,1,0,1,1,38903.40951351736,13670.904563873539,8067,4352,56239,6,BENIGN,Normal,0,3
41641.87972548607,18,11,5192.568110343397,3342.8605426163736,8247.426609548438,18.247772243266407,5496.10335691636,2776.5591623602327,2346.210954767906,2453.820301676989,0,0,0,0,2,49061.77834615093,17502.804341927556,8454,2099,51725,0,BENIGN,Normal,0,3
1290.2191275167627,50,0,52648.54063882283,50.870926685664045,614734.6828640567,720.5991985881288,46.56338574118301,5.448743700564798,42.64979856893165,33.88334116420367,0,3,0,1,3,699.1897944717708,149.52984649303005,5159,5054,29423,17,DoS GoldenEye,DoS,1,2
75569.56376295295,6,3,2315.767745253007,3238.054704635997,1582.2757039008247,26.62961071196317,1841.1636382800152,829.1491878775533,3720.7085176292258,2741.423133975989,0,0,0,0,1,42950.524133450686,5415.337392505571,10762,3849,56332,6,BENIGN,Normal,0,3
48110.8154854975,4,10,2475.4301301637247,3249.2796049567933,3189.5315719789987,10.854441419397315,3319.558619170035,2662.486434461208,2463.4350293657285,2771.057063605502,1,0,0,1,3,32883.833602675244,13856.907546750062,7872,2385,62566,6,BENIGN,Normal,0,3
64507.69837109169,8,8,7092.321853480705,3722.6365804313677,5430.46642637044,18.827327409022914,3956.4667087599737,2117.3763455805565,4114.840887895291,3109.5828860743945,0,1,0,0,4,19654.11070437108,17155.28233436867,7794,4911,16895,6,BENIGN,Normal,0,3
79899.85168346373,14,12,4746.791466738382,3615.4734727576015,9852.376685935138,20.625197745541342,3876.017756861225,1298.1439844983506,2688.1720898296317,5266.013611507452,0,1,0,2,3,33698.93648534873,9422.200746615565,10250,4638,29052,6,BENIGN,Normal,0,3
33764.86464789966,9,12,1017.3567114497723,1994.6750337066103,9896.260450479815,14.691527694122918,3101.2578609788384,2376.166392298034,2586.2821776171577,3913.8096359361607,0,0,0,0,3,52731.73493441008,9876.229413767014,8908,1856,45184,6,BENIGN,Normal,0,3
38862.956593646326,16,8,1881.5903004020797,994.0040430209287,6484.239513450669,12.554744125131943,2884.2277592791283,1468.1753377833274,1727.8374689736165,1761.076385204383,0,0,1,0,5,25781.639323888012,1743.3567969028354,9396,4571,35857,0,BENIGN,Normal,0,3
53320.62880964343,4,7,3106.688611452331,2584.561985235964,4273.899749835285,8.820548667110963,4815.682450650799,494.92201457393276,1967.1618239944398,1955.62379026,0,0,0,0,3,16909.92668699768,40.224929881327625,9943,4195,35894,17,BENIGN,Normal,0,3
49823.03357252457,12,9,7033.283057269457,2440.2864360564367,5110.304079485574,26.90043945446105,2636.5063843182706,1184.6965256596156,1215.5308051389338,4517.79033141316,0,0,0,1,2,20437.337505139687,5805.786428055905,11087,3411,43333,6,BENIGN,Normal,0,3
52108.62924192617,14,5,1409.5446115912505,5249.373553540942,3795.1967149860984,27.123847894155997,3518.795802552991,1938.8798681178416,3030.5701153030323,1921.9670674508434,1,0,0,1,3,16730.937834438744,14267.207539022042,8423,3718,6699,6,BENIGN,Normal,0,3
58215.5928977195,8,3,3506.59220834372,3012.6921475290383,899.8462373736689,5.390674549816458,5493.255652132127,1951.1632277344333,4680.825005037938,10312.311939244966,0,0,0,0,2,27316.43896659661,9651.245243567833,10338,4390,24871,6,Bot,Botnet,1,0
1130.3598596045772,142,0,51641.11894388278,3651.8126654656276,507246.732376527,806.9181568049959,49.106862754791266,26.19036576089035,21.692805933359363,53.06967345576179,0,3,0,1,4,275.42410543825724,150.41832173282478,6839,4313,30123,0,DoS GoldenEye,DoS,1,2
2003.3326383657927,5,5,7932.644779676508,2516.27721477643,4350.993612634565,55.60068865641008,1269.2010330441308,483.88367915786444,644.4429623459508,1129.4025452684034,1,1,0,1,3,2446.722278071521,951.1547527108016,12601,5340,38542,17,FTP-Patator,Brute Force,1,1
86314.07773488256,4,10,4069.785337992313,2983.486035679271,8288.573677235116,32.22845179712027,4099.015183609019,2495.3026006839805,3176.3454635884127,4856.283458900946,0,0,0,0,3,33037.7147656289,11079.103429876612,10448,4680,9844,17,BENIGN,Normal,0,3
696.30602802465,115,0,51217.250133776055,2604.826267961574,650973.792604096,115.46833329632477,74.6573231658993,18.27972551270592,34.240271298346826,72.79068743527138,0,3,1,0,2,858.3443468511906,81.14477233514856,8236,5018,48897,6,DoS GoldenEye,DoS,1,2
47464.009755308754,11,6,5384.063329879172,1596.1478820371194,2705.924596462158,40.10311200753165,3601.5597965417605,1666.5973234253568,1590.3182563296004,2958.4641533137715,1,0,0,0,5,43058.783355147694,9016.440809594127,7733,2636,61502,6,BENIGN,Normal,0,3
27224.18045198594,12,6,5261.105548468963,3681.834777428648,2795.3037993246467,48.36028792876232,2055.428346852761,2687.259330020722,4540.627666863618,4719.7275340920405,1,0,1,1,2,27144.348040837274,7011.090095771658,7430,3583,50729,6,BENIGN,Normal,0,3
63930.43724330862,3,11,6990.344360845717,2017.0746423576716,4524.595769512369,21.26596473592932,3705.8761166355625,2123.976975693918,2719.604944891422,2686.7324275818073,0,0,0,0,4,38727.61820000481,14043.577599223445,2283,2522,51336,17,BENIGN,Normal,0,3
41406.899281022386,11,10,3841.9378161789664,2763.528780185797,616.3533448999724,21.655065736879664,2973.7020498003,1683.856560044835,1150.178748070822,4475.576029457363,1,0,0,0,4,26647.094630101194,4822.542444439878,8370,3331,7481,17,BENIGN,Normal,0,3
1342.0941467617517,149,0,52617.89574327357,1005.5141400370829,524651.7873985342,45.803022365531206,84.45848365412579,12.416212160470515,54.45496432749818,30.801547778636213,0,3,0,1,3,832.3129320287564,181.84865788419307,9076,3677,39210,6,DoS GoldenEye,DoS,1,2
34727.75097495588,10,11,4991.2720245270075,1873.9729425812352,2480.8528184564743,27.010543728379243,3885.4447828346047,1276.8350892536703,1282.3498475981473,4380.886046761524,0,1,0,0,5,15906.899660510482,13955.976248261431,6492,2640,9981,6,BENIGN,Normal,0,3
65293.796263852826,9,10,2806.1080907932833,2593.4195650663805,5927.788913570608,9.865812177614877,3367.4864834291106,2597.530975417767,2813.615733917802,5078.793639380727,0,0,0,0,4,24942.65004676605,24107.87199828118,7480,5668,65392,6,BENIGN,Normal,0,3
43993.96528831085,6,11,2694.5982797555157,2375.933858515711,2522.3618096934574,11.476385094022117,2626.546618683332,1185.4919743577793,1925.654151634235,1795.9426169530157,0,0,0,0,3,31216.347364024736,12298.669468285898,7080,2358,10650,6,BENIGN,Normal,0,3
57612.60285915541,13,14,83.0628860865454,1211.7542693968173,6747.481963180242,13.068472004811813,3841.4291905158725,3211.766362444597,2450.189310262713,3188.7632099573475,0,0,1,1,3,34348.99300487385,12226.695883097493,7784,3134,9506,6,BENIGN,Normal,0,3
54623.4756453789,8,9,4946.699687700491,3724.429101814559,5779.754580556786,11.271866593290657,3274.0829962075254,1382.7568906224426,1670.788937909113,5983.833995526667,1,1,0,0,3,29834.207172948663,9282.11970911108,6893,3980,2935,6,BENIGN,Normal,0,3
1440.7345411126566,74,0,48830.94908354546,1230.6466112526994,817845.0363672216,1754.8410610619173,41.41728471043214,7.622407302396823,47.546422776078124,109.15622419861344,0,3,0,2,5,862.7246995563742,225.18063823145295,7393,3453,4553,17,DoS GoldenEye,DoS,1,2
58866.59771645835,12,10,2796.8858395515704,2894.7524603332495,6906.975330556747,21.41647516244461,639.8030846661641,246.13847232180638,2719.9484265419123,1443.0364820986792,0,1,0,1,2,45088.9520559465,4488.040801740447,6730,3176,17908,17,BENIGN,Normal,0,3
1316.993555570512,60,0,49628.56293699912,293.5531009137315,952266.6468756333,221.64681156688084,39.493957603243906,8.867881586461664,50.42158918802225,68.38081498061904,0,1,1,0,2,804.2474836835212,326.09354325110115,11780,3073,17126,6,DoS GoldenEye,DoS,1,2
56276.55391863697,6,9,4337.641126047659,2897.922108905855,3904.71839632339,27.31262917721159,5025.01563106538,2531.8070645915786,2155.0100305797882,5045.332870483473,0,0,0,1,3,28216.199986172793,16881.618294839536,8690,5985,54221,17,BENIGN,Normal,0,3
4100.903567965927,20,11,3568.8689155150732,2850.9213028277836,20128.4558203465,35.6243271085727,3082.239377284464,1069.330193693886,1971.87869013314,3459.5198872896044,1,0,0,0,3,5517.088047637571,1214.996132307934,8149,4237,53743,6,Web Attack  Brute Force,Unknown,1,5
49289.03823813076,5,8,4420.068420565105,5093.662850378973,7028.307279366823,45.30386003349831,3844.116224290696,1377.6954222218803,2193.8361887445462,1897.0496573491348,0,0,0,0,1,60351.425268869774,11091.733143680658,4773,5558,45781,6,BENIGN,Normal,0,3
429.9676032470961,2,0,1415.2315971043554,754.0547101244927,2230.457077521763,19.54192482787231,126.11836407327279,55.32278272017578,40.331841525808976,50.91957253703529,0,3,2,0,4,284.2136950324799,117.24981930480472,9155,5450,52746,6,PortScan,Port Scan,1,4
545.9618232337921,1,0,110.86401770228326,1196.2558082222731,1271.0636365110943,40.45303030019483,59.72368313794597,18.319559255691242,38.01620227652007,107.53373573903843,0,3,2,0,5,253.5305827870004,76.52506010938747,7185,4795,39716,17,PortScan,Port Scan,1,4
53275.596991304636,11,5,9328.325927988213,3242.1211877964456,5855.421507573329,27.764100091800245,3992.310367032563,2182.333535429414,1750.8526785934769,4306.354776286344,0,0,0,1,3,53551.71750516789,7776.905121044476,7034,5218,11681,6,BENIGN,Normal,0,3
33467.94456104714,6,5,4147.353813526777,6727.498074496039,5864.340462804387,33.992669190994896,1923.323093896515,1324.0423285776262,2710.971721287727,5044.979669601226,0,0,0,1,4,38372.02008137074,8407.356755181916,10799,4462,48312,6,BENIGN,Normal,0,3
71917.68300080493,9,9,8430.98114547624,3316.9341405534533,4898.994425975918,20.21280420253617,2023.189913788383,1479.2456320581036,2289.322224766533,2950.274447223411,0,0,1,0,4,24306.26358298792,19317.466737702023,11433,4992,12301,6,BENIGN,Normal,0,3
59365.838859556854,10,7,6493.408270106246,1009.8121957731382,8203.435215518115,25.793416725562622,3659.6979758565512,1473.199447300857,1374.710738213357,5126.271672260587,0,1,0,0,3,29406.89953314652,10400.143233277142,4111,2945,6811,6,BENIGN,Normal,0,3
46839.39324930733,7,7,6335.650370554163,2516.7395158558734,7230.432452602559,18.80952308751677,2527.941413498796,433.2297189149024,3535.3981291923806,5517.728769570428,0,0,0,1,4,30265.181066253186,16417.45446864512,8219,4547,14755,17,BENIGN,Normal,0,3
44787.46701175662,1,7,4474.42079614961,2457.638925965624,5194.273415350395,23.543513466961386,2891.375593275511,1430.9375090995381,4846.50426267577,3357.5868186615157,0,1,0,0,5,33413.19435918418,9625.913263237151,4751,3625,58538,17,BENIGN,Normal,0,3
38540.96025939692,9,14,5882.361883337968,2945.182590494232,7799.081174227391,18.339870820963064,3324.236546985354,2224.6721158977502,2667.740779135066,4111.194801302831,0,2,0,0,2,36394.866966646514,2908.517932116678,9867,4889,29910,6,BENIGN,Normal,0,3
43703.53205715446,6,5,4973.14115054415,4115.471512336554,4216.846751273817,31.8403208402456,1373.3710763267754,1263.8799201519323,2057.2149806898337,3616.5932137857367,1,0,1,1,3,28293.794162137172,4483.037907294046,6519,4750,53300,17,BENIGN,Normal,0,3
70165.93731546738,9,6,4233.351344682547,3406.330526088071,8974.956452339939,3.119540775516544,2000.4327580527045,182.33312507759297,1059.3921914425864,821.4992271333795,0,0,0,0,3,26355.49214767192,777.7569151516273,10211,4488,33858,17,BENIGN,Normal,0,3
1329.4321918670448,137,0,48856.65870767483,392.32364458860167,1092593.0490104232,936.3356898393574,17.770010022923813,38.61190661535508,39.232072404387125,65.25504389779925,0,3,1,1,2,552.4235587803372,91.79367713104796,9700,3123,34417,0,DoS GoldenEye,DoS,1,2
901.7987093879301,11,9,4384.844253839319,2749.863945925409,11799.937562276042,23.81317873295739,486.89777314631294,518.7316284229993,954.2639878127527,1285.3432586423153,0,0,1,0,4,1745.3176071066327,707.368429055964,6464,3434,3446,0,FTP-Patator,Brute Force,1,1
41116.71254127946,13,7,5527.5618118080265,874.1933924230275,6332.086043486559,23.437722030055696,3599.630004099111,2282.723619502718,1267.6182958501552,5032.38043741102,1,0,1,1,3,17309.923378839994,12807.807812322219,6390,4128,10999,6,BENIGN,Normal,0,3
28520.61083019255,9,10,3603.876070788838,1188.2393493568504,2807.832520950352,23.088485247539474,1934.4127661524137,1798.8163193073938,1801.6158466743063,3898.7202062075557,0,1,0,0,3,27901.06539773847,9936.108825221852,9717,4536,34643,17,BENIGN,Normal,0,3
3720.8565586472705,12,8,5917.872176577558,3682.397869152477,10274.377835109173,18.838628252624716,755.3335108961686,651.3060971329327,1139.5513976172674,448.2213480630929,1,0,0,0,3,1480.554818551045,473.23906413537156,7255,5756,15891,6,FTP-Patator,Brute Force,1,1
58512.04420994723,10,9,9767.51794931236,2499.8110733992326,3787.4956905161953,16.366135533553386,4043.8495080161347,333.55378360150917,3288.459666286673,4032.0178562565907,0,0,0,0,3,20050.232557529955,8327.087851339867,9365,2838,41759,0,BENIGN,Normal,0,3
414.4744923641858,2,0,1067.9680318002784,1580.0017463234096,1213.3548797118078,18.970912295345556,103.59819264672163,29.747237976491203,85.80980624947128,158.31011231654517,0,3,2,1,2,133.33252579642644,82.53313807758259,8962,3208,43981,17,PortScan,Port Scan,1,4
2905.6126833216367,20,4,5717.331025821636,3661.8273402066375,5639.448452982695,44.835466867095576,1240.0999828359477,510.28277732806646,393.5293055161415,739.006984856101,0,0,0,0,4,1370.3231015494034,572.098039004706,9218,4317,25032,6,FTP-Patator,Brute Force,1,1
58203.54346487536,14,4,7295.325674768339,1880.509014461817,4942.966300016662,25.52184776692062,1827.7104444799788,1821.3471152824663,659.8150347230405,2857.4725753195835,0,1,0,1,3,25903.034754845994,6413.169113972714,8103,5649,10028,6,BENIGN,Normal,0,3
67223.84636773982,0,8,5240.266859920811,2384.264531788632,5032.268241579064,29.15639144596393,3375.504103679923,2790.0565420698267,3652.034422137338,4033.0614506916017,1,0,0,0,2,16446.609126652824,4378.957579788642,7337,3928,37726,6,BENIGN,Normal,0,3
51697.52987440102,11,5,7890.060861457825,2339.384938796352,5628.806864839251,9.444499578925473,1188.653257734877,1102.7453504016044,2560.885281558501,5438.653925758928,0,0,0,1,5,36218.13234303809,4516.5065149212305,8709,3601,24803,17,BENIGN,Normal,0,3
57213.88801591867,15,9,4448.644856874192,3213.9737687492247,6151.949409271738,27.227376282658383,2271.1096299719693,2503.9941863273816,2655.428839551558,2721.4468826365314,1,0,0,0,4,36562.831840167266,5230.398454262426,8229,3965,7711,6,BENIGN,Normal,0,3
41219.56543095489,5,6,4106.417619704883,4213.371642555219,5323.459840535665,7.775958737421451,2689.360041263436,1976.205745318623,1618.3597193631954,2295.7373599417524,0,0,0,0,4,27128.0587758412,14875.861023536485,4565,3369,3980,6,BENIGN,Normal,0,3
62753.225781747205,19,4,7853.432405340836,829.3675643195629,3505.6869731826964,18.232830823504706,2855.8325212916034,1175.4852269853661,2125.703912909299,3298.338860584872,0,0,0,0,2,39409.072729877225,9353.769503932002,9033,4209,56487,17,BENIGN,Normal,0,3
27442.048814168676,8,8,4964.1274755271015,2488.2053533932594,2991.171072347849,29.05081676905939,975.666468716224,309.5534142575175,1064.7081532526577,2777.4215268937187,0,1,0,0,2,28847.560394814034,10227.649567295373,9527,5334,23176,17,BENIGN,Normal,0,3
62221.84113881562,6,5,7711.328668390475,2868.0227309282873,7730.681761735088,22.734206617782775,2561.5129968641468,1099.9682711394373,2221.9398279131333,3242.961668168704,1,0,0,1,2,33542.667270232865,9629.315787793883,10330,4301,27090,6,BENIGN,Normal,0,3
81178.20506225055,17,9,3661.731066626244,3225.9098234376374,4582.448901768502,32.83901114221206,867.3859998008315,1986.6760194432002,1447.17090525784,6037.0707865269205,1,1,0,0,1,28467.238039211967,11241.446922789448,9837,5356,12431,6,BENIGN,Normal,0,3
1191.4976198296495,152,0,48798.80106097558,953.9212127185331,598181.9100937955,1345.9497103933486,28.289242350451772,35.49958163585624,51.72843697539612,100.65989709771168,0,1,0,1,2,53.84437800139028,358.11802609466895,7194,3726,11610,6,DoS GoldenEye,DoS,1,2
81416.34690869515,7,7,4680.840940463539,3327.3583210526344,4797.066876290205,17.326210620168816,2389.876326180165,1742.1426173707941,1895.8289611535283,3965.06018108993,0,0,1,1,3,34263.90678677008,2350.7666229572733,7452,5364,13726,6,BENIGN,Normal,0,3
4340.88036374367,5,10,5032.609517927034,5936.850424448892,11841.05437807725,41.77673241672378,996.1523817579691,378.1149996576339,607.3504068045644,977.3973586538673,0,0,0,1,3,2401.0484948346166,933.5911210818438,8700,3788,64906,17,FTP-Patator,Brute Force,1,1
48803.56087732428,5,5,6886.1762013340685,5022.672061328134,6402.835791610057,9.161394290938578,3536.2997954920693,5.6368497061050675,1967.8433652627527,3616.959311287525,0,1,0,1,3,22546.015092997448,12739.236800293897,8322,3302,1262,17,BENIGN,Normal,0,3
64069.9841758012,12,4,2819.621899843642,1803.7328537573069,6440.273186316382,14.390033653781206,2345.658025078488,1574.1107685716988,2906.661193795919,4489.0738720327745,0,0,0,1,2,53453.432527273966,12498.588201501803,11411,3917,58577,6,BENIGN,Normal,0,3
42778.39965664237,8,9,2694.0760357152076,556.676435471702,7777.798306901497,23.498591637402818,2012.8279111122943,2129.773513443807,4257.3889544046815,2787.0938309449784,0,0,1,1,4,21058.43148668173,2124.7030932129,9123,2982,30013,0,BENIGN,Normal,0,3
3190.150005599517,14,7,3349.3718062159664,3969.679287719332,8293.492337227213,57.380272694472374,698.159892870737,647.6654744804523,471.4398494990797,1044.8140181983251,0,1,1,1,5,1999.4190394540515,686.3582693710118,9058,4407,36320,17,FTP-Patator,Brute Force,1,1
54107.05767985279,10,6,6912.547163660794,5658.631733749626,3273.699441173737,31.262227295198223,3681.6256316609574,1903.4626251280647,1224.6070031495792,4111.63100799328,0,0,0,1,4,13546.146521090654,7429.405088409383,11124,3724,52799,0,BENIGN,Normal,0,3
69567.59005090402,4,12,5341.179085825188,1896.2647844499945,2487.7497922547964,6.9284059397168,1851.4524121153472,720.9229695047125,1950.5705648204575,937.8151125275085,0,1,0,0,4,32355.512523009398,13182.831862867775,8409,6728,42746,17,BENIGN,Normal,0,3
29068.14956200176,12,9,6840.067195672127,4946.958428684515,3139.4913537113266,25.026552671063353,591.1186440909987,802.6874934258776,3344.430935286325,3334.3300850711753,0,0,0,1,5,32241.103691298827,6092.798958411937,9195,3939,8111,17,BENIGN,Normal,0,3
28486.66688813595,8,3,5335.74178803942,5326.769947508477,5432.89570274069,33.17747744177656,2476.3747385739807,1715.8477584343993,1408.7051002380226,3664.5587799475215,0,0,1,1,4,26277.12111760686,10803.20765001137,7298,3735,61117,0,BENIGN,Normal,0,3
44122.903403730816,11,8,7374.0574603131445,833.1135371607011,3591.116464970176,11.14562839303214,1288.7739775754171,1023.9825385464211,2232.1027634624465,3650.0634302634558,0,1,0,2,3,27774.17241257186,15911.036435832257,9053,3489,17627,6,BENIGN,Normal,0,3
49210.67737290563,11,4,6400.217052310952,5190.980042364714,7862.855090843766,19.222679868401,1908.1734650686897,1094.9542935335749,1928.678550385148,2042.4272866985657,1,0,1,1,3,15055.874366250559,1817.626194620393,9108,4319,1845,6,BENIGN,Normal,0,3
43645.58752111777,11,7,4546.567320182208,3266.341583102816,1375.377090530973,19.355495512837873,3176.9787352180083,2735.946291753383,3496.0719779632764,3799.009499763593,1,0,0,0,3,14606.04515170013,17685.158038496564,9425,2806,6255,6,BENIGN,Normal,0,3
23416.81595886843,16,10,2911.0709829258367,2955.219669207248,8662.982792655992,10.701651239659622,3688.6701833052275,1464.0427017791606,487.1985045760641,5533.559220600685,0,0,0,1,1,37501.401088984945,4604.3344980884185,11764,4604,9379,17,BENIGN,Normal,0,3
65674.56948420053,12,8,5781.493965037281,3774.387312556001,3241.8963839624294,13.464629215691701,3597.975835837594,3074.1577822771524,1664.127876448045,3646.1509670120363,0,0,0,0,2,32566.16014237808,17819.604404606423,7043,4087,47803,6,BENIGN,Normal,0,3
28863.509403325777,13,4,4786.467737219485,5365.58055202641,1588.6724703867258,27.313818043020845,1221.3366895476745,2773.980188667537,1488.8056008388512,3545.453089332308,1,1,0,1,4,30991.03028308336,13579.82126688394,10052,3073,34599,6,BENIGN,Normal,0,3
49008.12292304495,15,3,4242.811625619335,904.3944497338443,8031.9615897762715,32.99416757547823,3305.575126765422,980.0172865206059,1972.1061038771963,3348.1873143136186,0,1,0,0,3,40885.59998434916,9239.03968529304,6429,4340,41791,17,BENIGN,Normal,0,3
